venta_id,producto_id,producto_nombre,producto_marca,producto_categoria,producto_peso,cantidad,precio_unitario,subtotal
28,23,LA RIBERA ESPECIAL,LA RIBERA,BARRA,2KG,8,81.45,651.6
28,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,58,17.81,1032.98
28,22,CRISTY MOZARELLA,CRISTY,LAMINADO,200GR,46,18.68,859.28
28,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,2,249.8,499.6
28,3,HOLANDESA BARRA,HOLANDESA,BARRA,3.500KG,2,123.07,246.14
29,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,2,19.44,38.88
30,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,18,38.1,685.8
30,20,CRISTY BARRA LAMINADA PVC,CRISTY,BARRA LAMINADA,3.5KG,2,118.73,237.46
31,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,46,25.05,1152.3
31,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,2,104.94,209.88
31,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,18,34.72,624.96
32,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,10,19.96,199.6
32,23,LA RIBERA ESPECIAL,LA RIBERA,BARRA,2KG,1,89.06,89.06
32,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,7,36.59,256.13
33,3,HOLANDESA BARRA,HOLANDESA,BARRA,3.500KG,3,124.56,373.68
33,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,119,19.49,2319.31
34,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,2,126.74,253.48
34,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,72,20.34,1464.48
34,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,8,13.77,110.16
35,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,64,19.36,1239.04
35,24,CHIQUITANO LIGHT,CHIQUITANO,BOLITA,300GR,62,16.64,1031.68
36,24,CHIQUITANO LIGHT,CHIQUITANO,BOLITA,300GR,40,15.8,632.0
36,22,CRISTY MOZARELLA,CRISTY,LAMINADO,200GR,24,17.39,417.36
37,3,HOLANDESA BARRA,HOLANDESA,BARRA,3.500KG,5,120.45,602.25
37,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,47,20.26,952.22
38,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,90,18.57,1671.3
38,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,3,103.04,309.12
39,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,3,124.93,374.79
39,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,20,13.96,279.2
39,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,2,254.75,509.5
40,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,65,19.27,1252.55
40,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,86,19.56,1682.16
41,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,109,18.58,2025.22
41,25,SAN JAVIER PREMIUM,SAN JAVIER,BARRA,4KG,2,145.5,291.0
41,7,CRISTY LAMINADO,CRISTY,LAMINADO,160GR,26,11.71,304.46
42,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,85,19.75,1678.75
42,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,4,112.27,449.08
42,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,7,40.71,284.97
43,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,1,111.46,111.46
43,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,29,19.43,563.47
43,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,7,40.85,285.95
44,21,HOLANDESA MINI,HOLANDESA,BOLITA,200GR,79,15.06,1189.74
44,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,8,118.09,944.72
44,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,29,35.73,1036.17
44,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,5,249.81,1249.05
44,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,47,25.61,1203.67
44,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,43,40.74,1751.82
45,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,44,19.02,836.88
46,21,HOLANDESA MINI,HOLANDESA,BOLITA,200GR,36,14.38,517.68
46,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,6,104.64,627.84
46,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,33,34.09,1124.97
46,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,1,239.21,239.21
46,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,53,19.11,1012.83
46,22,CRISTY MOZARELLA,CRISTY,LAMINADO,200GR,42,17.55,737.1
47,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,52,19.31,1004.12
48,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,24,14.15,339.6
48,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,1,111.35,111.35
48,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,55,24.97,1373.35
48,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,2,237.73,475.46
49,23,LA RIBERA ESPECIAL,LA RIBERA,BARRA,2KG,7,80.98,566.86
49,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,5,105.29,526.45
49,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,81,21.06,1705.86
49,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,37,38.45,1422.65
49,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,5,251.13,1255.65
50,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,29,13.88,402.52
50,18,CRISTY BARRA LAMINADA,CRISTY,BARRA LAMINADA,3.5KG,1,121.97,121.97
50,20,CRISTY BARRA LAMINADA PVC,CRISTY,BARRA LAMINADA,3.5KG,1,121.39,121.39
50,22,CRISTY MOZARELLA,CRISTY,LAMINADO,200GR,12,18.51,222.12
51,23,LA RIBERA ESPECIAL,LA RIBERA,BARRA,2KG,3,87.62,262.86
52,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,23,21.32,490.36
52,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,21,14.31,300.51
52,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,4,111.16,444.64
52,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,1,258.46,258.46
53,24,CHIQUITANO LIGHT,CHIQUITANO,BOLITA,300GR,16,17.17,274.72
53,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,17,40.78,693.26
54,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,30,25.16,754.8
54,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,2,111.5,223.0
54,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,2,240.86,481.72
54,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,11,33.9,372.9
54,23,LA RIBERA ESPECIAL,LA RIBERA,BARRA,2KG,2,88.63,177.26
55,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,1,113.21,113.21
56,24,CHIQUITANO LIGHT,CHIQUITANO,BOLITA,300GR,24,16.72,401.28
57,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,4,119.19,476.76
57,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,43,24.49,1053.07
57,21,HOLANDESA MINI,HOLANDESA,BOLITA,200GR,66,14.68,968.88
57,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,15,14.43,216.45
58,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,28,18.5,518.0
58,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,53,21.78,1154.34
59,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,37,20.71,766.27
59,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,3,119.99,359.97
60,7,CRISTY LAMINADO,CRISTY,LAMINADO,160GR,11,11.4,125.4
60,24,CHIQUITANO LIGHT,CHIQUITANO,BOLITA,300GR,42,16.26,682.92
61,7,CRISTY LAMINADO,CRISTY,LAMINADO,160GR,26,12.19,316.94
61,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,8,110.33,882.64
61,11,LA RIBERA,LA RIBERA,BOLITA,420GR,60,19.06,1143.6
62,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,48,40.48,1943.04
63,21,HOLANDESA MINI,HOLANDESA,BOLITA,200GR,16,14.58,233.28
63,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,8,39.12,312.96
63,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,1,103.88,103.88
64,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,77,18.98,1461.46
64,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,1,132.9,132.9
64,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,6,41.43,248.58
64,24,CHIQUITANO LIGHT,CHIQUITANO,BOLITA,300GR,38,17.28,656.64
64,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,74,19.91,1473.34
65,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,2,119.95,239.9
65,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,27,21.46,579.42
66,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,4,128.24,512.96
66,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,107,18.5,1979.5
66,7,CRISTY LAMINADO,CRISTY,LAMINADO,160GR,28,12.38,346.64
67,23,LA RIBERA ESPECIAL,LA RIBERA,BARRA,2KG,8,87.68,701.44
67,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,5,109.94,549.7
67,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,18,41.48,746.64
67,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,54,14.42,778.68
67,21,HOLANDESA MINI,HOLANDESA,BOLITA,200GR,53,15.04,797.12
67,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,89,19.98,1778.22
68,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,23,19.49,448.27
68,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,2,125.77,251.54
68,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,9,13.37,120.33
68,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,31,18.06,559.86
69,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,11,39.65,436.15
69,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,29,18.46,535.34
70,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,6,123.77,742.62
70,21,HOLANDESA MINI,HOLANDESA,BOLITA,200GR,81,14.28,1156.68
70,25,SAN JAVIER PREMIUM,SAN JAVIER,BARRA,4KG,7,135.71,949.97
70,7,CRISTY LAMINADO,CRISTY,LAMINADO,160GR,48,12.48,599.04
70,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,2,243.79,487.58
70,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,3,101.31,303.93
71,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,6,134.78,808.68
71,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,2,114.73,229.46
71,22,CRISTY MOZARELLA,CRISTY,LAMINADO,200GR,28,18.5,518.0
71,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,58,21.48,1245.84
71,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,2,258.6,517.2
71,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,4,128.08,512.32
72,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,30,19.26,577.8
72,25,SAN JAVIER PREMIUM,SAN JAVIER,BARRA,4KG,4,135.26,541.04
72,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,15,35.79,536.85
72,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,2,111.22,222.44
73,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,25,19.81,495.25
73,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,29,38.36,1112.44
74,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,51,20.51,1046.01
74,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,2,105.34,210.68
74,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,40,40.38,1615.2
74,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,7,119.45,836.15
75,21,HOLANDESA MINI,HOLANDESA,BOLITA,200GR,68,14.34,975.12
76,11,LA RIBERA,LA RIBERA,BOLITA,420GR,52,20.35,1058.2
76,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,30,18.35,550.5
76,21,HOLANDESA MINI,HOLANDESA,BOLITA,200GR,43,14.69,631.67
77,21,HOLANDESA MINI,HOLANDESA,BOLITA,200GR,46,14.92,686.32
78,25,SAN JAVIER PREMIUM,SAN JAVIER,BARRA,4KG,1,135.87,135.87
78,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,79,19.13,1511.27
78,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,25,13.79,344.75
78,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,79,24.06,1900.74
78,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,4,119.08,476.32
79,21,HOLANDESA MINI,HOLANDESA,BOLITA,200GR,55,15.23,837.65
79,11,LA RIBERA,LA RIBERA,BOLITA,420GR,63,19.96,1257.48
79,11,LA RIBERA,LA RIBERA,BOLITA,420GR,30,20.28,608.4
79,22,CRISTY MOZARELLA,CRISTY,LAMINADO,200GR,30,17.2,516.0
79,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,67,19.68,1318.56
80,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,53,20.82,1103.46
81,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,2,127.83,255.66
81,21,HOLANDESA MINI,HOLANDESA,BOLITA,200GR,103,15.06,1551.18
81,22,CRISTY MOZARELLA,CRISTY,LAMINADO,200GR,30,17.42,522.6
81,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,2,259.51,519.02
81,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,61,25.88,1578.68
81,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,112,17.96,2011.52
82,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,74,21.13,1563.62
82,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,2,129.18,258.36
82,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,65,19.54,1270.1
83,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,6,111.28,667.68
83,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,3,132.68,398.04
83,7,CRISTY LAMINADO,CRISTY,LAMINADO,160GR,33,12.16,401.28
83,24,CHIQUITANO LIGHT,CHIQUITANO,BOLITA,300GR,36,16.83,605.88
83,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,4,251.22,1004.88
83,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,79,25.34,2001.86
84,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,29,34.19,991.51
84,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,5,117.34,586.7
84,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,34,19.26,654.84
85,11,LA RIBERA,LA RIBERA,BOLITA,420GR,31,19.56,606.36
85,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,2,106.85,213.7
85,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,23,35.97,827.31
85,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,1,242.41,242.41
85,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,4,108.09,432.36
86,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,30,25.64,769.2
86,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,41,20.56,842.96
86,25,SAN JAVIER PREMIUM,SAN JAVIER,BARRA,4KG,3,143.41,430.23
87,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,1,117.33,117.33
87,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,114,19.23,2192.22
88,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,21,41.08,862.68
89,7,CRISTY LAMINADO,CRISTY,LAMINADO,160GR,1,12.23,12.23
90,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,40,20.17,806.8
90,7,CRISTY LAMINADO,CRISTY,LAMINADO,160GR,25,12.4,310.0
90,3,HOLANDESA BARRA,HOLANDESA,BARRA,3.500KG,4,123.41,493.64
90,7,CRISTY LAMINADO,CRISTY,LAMINADO,160GR,19,12.25,232.75
91,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,6,123.75,742.5
91,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,31,33.62,1042.22
92,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,32,19.6,627.2
92,3,HOLANDESA BARRA,HOLANDESA,BARRA,3.500KG,3,119.32,357.96
92,25,SAN JAVIER PREMIUM,SAN JAVIER,BARRA,4KG,6,139.78,838.68
92,23,LA RIBERA ESPECIAL,LA RIBERA,BARRA,2KG,2,84.21,168.42
93,24,CHIQUITANO LIGHT,CHIQUITANO,BOLITA,300GR,62,16.11,998.82
93,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,2,126.49,252.98
93,8,CRISTY LAMINADO 500,CRISTY,LAMINADO,500GR,42,35.66,1497.72
93,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,4,260.78,1043.12
93,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,5,128.83,644.15
93,21,HOLANDESA MINI,HOLANDESA,BOLITA,200GR,70,15.52,1086.4
94,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,37,18.87,698.19
94,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,5,103.99,519.95
94,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,2,247.02,494.04
94,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,36,38.71,1393.56
94,11,LA RIBERA,LA RIBERA,BOLITA,420GR,75,20.83,1562.25
94,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,5,113.88,569.4
95,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,43,22.02,946.86
95,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,18,40.65,731.7
95,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,1,110.61,110.61
96,21,HOLANDESA MINI,HOLANDESA,BOLITA,200GR,43,15.16,651.88
97,25,SAN JAVIER PREMIUM,SAN JAVIER,BARRA,4KG,6,142.66,855.96
97,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,32,18.62,595.84
97,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,26,13.92,361.92
97,17,SAN JAVIER BLOQUE,SAN JAVIER,QUESO ARTESANAL,8KG,2,240.38,480.76
97,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,50,19.92,996.0
98,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,7,125.48,878.36
99,24,CHIQUITANO LIGHT,CHIQUITANO,BOLITA,300GR,107,15.73,1683.11
99,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,110,18.59,2044.9
100,21,HOLANDESA MINI,HOLANDESA,BOLITA,200GR,51,14.4,734.4
100,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,2,113.16,226.32
100,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,11,14.22,156.42
100,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,1,127.34,127.34
100,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,2,121.51,243.02
101,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,39,18.48,720.72
101,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,29,13.56,393.24
101,22,CRISTY MOZARELLA,CRISTY,LAMINADO,200GR,12,17.77,213.24
101,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,58,19.29,1118.82
102,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,4,120.15,480.6
102,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,61,18.13,1105.93
102,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,47,18.6,874.2
