venta_id,producto_id,producto_nombre,producto_marca,producto_categoria,producto_peso,cantidad,precio_unitario,subtotal
77,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,37,24.55,908.35
77,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,45,21.06,947.7
78,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,102,18.48,1884.96
78,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,67,24.31,1628.77
79,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,78,19.24,1500.72
79,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,100,20.31,2031.0
80,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,44,21.69,954.36
81,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,109,19.88,2166.92
81,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,64,22.12,1415.68
81,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,50,18.86,943.0
82,11,LA RIBERA,LA RIBERA,BOLITA,420GR,47,20.01,940.47
82,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,2,114.01,228.02
82,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,77,20.08,1546.16
83,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,2,105.94,211.88
83,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,1,132.11,132.11
83,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,42,18.86,792.12
84,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,18,19.07,343.26
84,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,37,21.33,789.21
84,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,21,18.98,398.58
85,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,22,24.91,548.02
85,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,56,19.09,1069.04
85,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,1,112.04,112.04
86,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,1,124.6,124.6
87,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,1,102.96,102.96
88,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,19,18.44,350.36
88,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,46,21.21,975.66
89,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,1,106.87,106.87
89,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,32,21.3,681.6
89,11,LA RIBERA,LA RIBERA,BOLITA,420GR,46,19.89,914.94
90,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,80,18.43,1474.4
90,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,3,112.43,337.29
90,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,50,18.62,931.0
91,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,42,19.38,813.96
92,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,70,20.37,1425.9
92,11,LA RIBERA,LA RIBERA,BOLITA,420GR,71,20.01,1420.71
93,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,1,107.97,107.97
94,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,47,18.19,854.93
94,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,3,106.15,318.45
95,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,46,20.38,937.48
96,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,2,108.39,216.78
96,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,2,118.05,236.1
96,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,67,21.65,1450.55
97,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,85,25.27,2147.95
97,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,98,18.46,1809.08
97,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,58,18.57,1077.06
98,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,2,112.04,224.08
98,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,78,18.13,1414.14
98,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,50,21.54,1077.0
99,11,LA RIBERA,LA RIBERA,BOLITA,420GR,47,20.1,944.7
100,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,43,21.7,933.1
100,9,CRISTY CHEDDAR,CRISTY,LAMINADO,160GR,14,14.28,199.92
100,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,84,25.49,2141.16
101,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,44,19.76,869.44
102,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,1,112.25,112.25
103,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,98,25.33,2482.34
104,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,88,19.54,1719.52
104,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,1,125.26,125.26
104,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,88,18.32,1612.16
105,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,88,19.49,1715.12
106,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,112,19.15,2144.8
106,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,49,20.88,1023.12
107,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,99,18.59,1840.41
108,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,42,19.53,820.26
109,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,2,125.91,251.82
110,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,75,22.08,1656.0
110,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,2,108.43,216.86
111,3,HOLANDESA BARRA,HOLANDESA,BARRA,3.500KG,2,123.57,247.14
112,11,LA RIBERA,LA RIBERA,BOLITA,420GR,67,19.66,1317.22
112,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,26,21.75,565.5
113,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,28,18.12,507.36
114,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,2,109.66,219.32
114,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,50,19.01,950.5
114,11,LA RIBERA,LA RIBERA,BOLITA,420GR,68,20.49,1393.32
115,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,69,18.85,1300.65
115,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,38,19.01,722.38
115,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,74,25.35,1875.9
116,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,68,18.57,1262.76
116,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,35,20.48,716.8
116,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,3,109.27,327.81
117,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,79,24.91,1967.89
117,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,25,18.45,461.25
118,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,28,24.65,690.2
119,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,32,21.93,701.76
120,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,29,18.37,532.73
120,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,33,19.77,652.41
120,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,79,25.56,2019.24
121,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,27,18.62,502.74
122,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,56,19.44,1088.64
122,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,63,25.16,1585.08
123,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,27,18.6,502.2
124,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,1,106.86,106.86
125,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,70,18.2,1274.0
125,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,93,25.55,2376.15
126,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,36,18.6,669.6
126,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,53,19.03,1008.59
127,11,LA RIBERA,LA RIBERA,BOLITA,420GR,109,20.35,2218.15
127,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,42,18.69,784.98
128,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,4,107.92,431.68
129,3,HOLANDESA BARRA,HOLANDESA,BARRA,3.500KG,2,117.98,235.96
129,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,1,104.1,104.1
130,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,52,18.69,971.88
131,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,38,19.83,753.54
131,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,50,18.93,946.5
132,3,HOLANDESA BARRA,HOLANDESA,BARRA,3.500KG,2,119.79,239.58
132,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,53,19.01,1007.53
133,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,21,21.24,446.04
133,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,1,125.43,125.43
133,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,51,18.9,963.9
134,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,46,21.98,1011.08
135,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,52,21.08,1096.16
135,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,2,105.79,211.58
136,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,36,20.45,736.2
137,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,8,40.18,321.44
138,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,38,24.33,924.54
138,11,LA RIBERA,LA RIBERA,BOLITA,420GR,22,19.87,437.14
139,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,42,20.49,860.58
139,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,30,18.77,563.1
139,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,50,24.91,1245.5
140,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,26,21.36,555.36
140,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,28,19.53,546.84
141,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,47,18.75,881.25
141,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,21,19.89,417.69
141,11,LA RIBERA,LA RIBERA,BOLITA,420GR,21,19.67,413.07
142,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,46,18.3,841.8
142,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,1,111.75,111.75
142,11,LA RIBERA,LA RIBERA,BOLITA,420GR,20,19.59,391.8
143,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,1,104.78,104.78
143,19,CHIQUITANO PVC,CHIQUITANO,BOLITA,420GR,21,18.57,389.97
144,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,1,115.5,115.5
144,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,46,20.48,942.08
145,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,2,127.76,255.52
146,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,2,113.78,227.56
146,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,46,18.92,870.32
147,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,44,21.09,927.96
147,14,SANTA ROSA,SANTA ROSA,BARRA,3.500KG,1,106.66,106.66
148,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,67,18.89,1265.63
148,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,31,20.32,629.92
149,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,44,19.2,844.8
150,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,46,24.25,1115.5
151,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,35,18.85,659.75
151,6,CRISTY BARRA,CRISTY,BARRA,3.500KG,3,113.37,340.11
152,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,34,24.31,826.54
152,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,36,19.43,699.48
152,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,79,18.55,1465.45
153,11,LA RIBERA,LA RIBERA,BOLITA,420GR,63,19.96,1257.48
153,10,CRISTY CHEDDAR 500,CRISTY,LAMINADO,500GR,10,40.05,400.5
154,3,HOLANDESA BARRA,HOLANDESA,BARRA,3.500KG,1,120.61,120.61
154,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,39,25.13,980.07
155,16,EL CORRALITO,CORRALITO,BARRA,3.500KG,2,127.17,254.34
155,4,HOLANDESA CHEDDAR,HOLANDESA,BARRA,3.500KG,3,129.78,389.34
156,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,28,19.5,546.0
156,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,28,25.25,707.0
157,5,CRISTY BOLITA,CRISTY,BOLITA,420GR,63,20.38,1283.94
157,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,67,25.56,1712.52
157,13,LA MARAVILLA,LA MARAVILLA,BARRA,3.500KG,1,107.75,107.75
158,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,58,18.19,1055.02
158,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,66,24.72,1631.52
159,15,QUE QUESITOS,QUE QUESITOS,BOLITA,420GR,49,19.36,948.64
159,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,62,18.24,1130.88
160,11,LA RIBERA,LA RIBERA,BOLITA,420GR,73,20.59,1503.07
161,1,SAN JAVIER,SAN JAVIER,BOLITA,420GR,105,22.04,2314.2
161,2,HOLANDESA BOLITA,HOLANDESA,BOLITA,500GR,79,24.27,1917.33
161,12,CHIQUITANO,CHIQUITANO,BOLITA,420GR,91,18.16,1652.56
