cliente_id,producto_id,cantidad_total,valor_total,frecuencia_compra,tipo_negocio,ciudad,categoria,marca,cantidad_norm,valor_norm,frecuencia_norm,rating
2,23,58,4961.75,15,PIZZERIA,El ALTO,BARRA,LA RIBERA,-0.9024570982688241,-0.7346945922180214,0.06603350139019915,1.5625266928620696
2,24,807,13190.28,14,PIZZERIA,El ALTO,BOLITA,CHIQUITANO,1.3430801654317934,0.594506947715582,-0.08655742749796379,2.5356155435981957
2,25,51,7169.22,12,PIZZERIA,El ALTO,BARRA,SAN JAVIER,-0.9234434278361195,-0.37810933053006107,-0.39173928527428964,1.5922086890131912
3,1,984,21117.49,22,PIZZERIA,El ALTO,BOLITA,SAN JAVIER,1.8737344987762652,1.8750345436989546,1.1341700036073397,3.209166274629134
3,2,752,18622.16,16,PIZZERIA,El ALTO,BOLITA,HOLANDESA,1.1781875759744718,1.4719496088876918,0.21862443027836206,2.7762537304657045
3,3,58,7034.91,16,PIZZERIA,El ALTO,BARRA,HOLANDESA,-0.9024570982688241,-0.3998051934397768,0.21862443027836206,1.6768973906838411
3,4,61,7970.5,19,PIZZERIA,El ALTO,BARRA,HOLANDESA,-0.8934629570256974,-0.24867398668152468,0.6763972169428508,1.7851006547060688
3,5,773,15206.96,15,PIZZERIA,El ALTO,BOLITA,CRISTY,1.2411465646763582,0.9202728088783045,0.06603350139019915,2.619095798824303
3,6,42,4781.46,16,PIZZERIA,El ALTO,BARRA,CRISTY,-0.9504258515654995,-0.7638178676553873,0.21862443027836206,1.5623051292252454
3,7,400,4797.25,17,PIZZERIA,El ALTO,LAMINADO,CRISTY,0.12287500344761275,-0.7612672185946739,0.371215359166525,1.882773766494568
3,8,549,19233.81,23,PIZZERIA,El ALTO,LAMINADO,CRISTY,0.5695840185229025,1.57075293364927,1.2867609324955025,2.783003857840369
3,9,394,5465.88,19,PIZZERIA,El ALTO,LAMINADO,CRISTY,0.10488672096135947,-0.6532595883562468,0.6763972169428508,1.9502555955206655
3,10,552,22303.44,20,PIZZERIA,El ALTO,LAMINADO,CRISTY,0.5785781597660291,2.0666078339809677,0.8289881458310138,2.859762618863102
3,11,1098,21913.85,23,PIZZERIA,El ALTO,BOLITA,LA RIBERA,2.2155118660150777,2.0036751317920305,1.2867609324955025,3.361234117881662
3,12,746,13830.74,15,PIZZERIA,El ALTO,BOLITA,CHIQUITANO,1.1601992934882184,0.6979641166468339,0.06603350139019915,2.534745426869679
3,13,64,7042.16,16,PIZZERIA,El ALTO,BARRA,LA MARAVILLA,-0.8844688157825709,-0.3986340594505322,0.21862443027836206,1.6822265650483552
3,14,54,5696.68,16,PIZZERIA,El ALTO,BARRA,SANTA ROSA,-0.914449286592993,-0.6159771435676058,0.21862443027836206,1.6134337419294642
3,15,799,15288.78,17,PIZZERIA,El ALTO,BOLITA,QUE QUESITOS,1.3190957887834558,0.9334896617058897,0.371215359166525,2.686896589535391
3,16,51,6393.21,13,PIZZERIA,El ALTO,BARRA,CORRALITO,-0.9234434278361195,-0.5034626666671203,-0.23914835638612672,1.5785632863706744
3,17,73,18279.25,35,PIZZERIA,El ALTO,QUESO ARTESANAL,SAN JAVIER,-0.8574863920531909,1.4165573942322633,3.117852079153457,2.5978343371615877
3,18,1,124.18,1,PIZZERIA,El ALTO,BARRA LAMINADA,CRISTY,-1.0733457818882302,-1.5161349580593806,-2.070239503044082,1.0005360270108625
3,19,966,18480.95,19,PIZZERIA,El ALTO,BOLITA,CHIQUITANO,1.8197696513175052,1.4491391494916608,0.6763972169428508,3.0120290391084796
3,21,621,9357.53,14,PIZZERIA,El ALTO,BOLITA,HOLANDESA,0.7854434083579418,-0.02461909328815957,-0.08655742749796379,2.2083000355998776
3,22,449,8132.04,23,PIZZERIA,El ALTO,LAMINADO,CRISTY,0.2697793104186812,-0.22257950604392912,1.2867609324955025,2.200799653254111
3,23,71,6101.91,22,PIZZERIA,El ALTO,BARRA,LA RIBERA,-0.8634824862152753,-0.5505180226763539,1.1341700036073397,1.7731465932247725
3,24,785,13044.76,16,PIZZERIA,El ALTO,BOLITA,CHIQUITANO,1.2771231296488648,0.5710002693549102,0.21862443027836206,2.553174321285926
3,25,44,6121.75,13,PIZZERIA,El ALTO,BARRA,SAN JAVIER,-0.9444297574034151,-0.5473131539388901,-0.23914835638612672,1.5605289844065557
4,1,467,10140.22,16,PIZZERIA,El ALTO,BOLITA,SAN JAVIER,0.32374415787744104,0.10181330147623092,0.21862443027836206,2.1574888917683146
4,2,278,6948.4400000000005,7,PIZZERIA,El ALTO,BOLITA,HOLANDESA,-0.24288674043953723,-0.41377318737770463,-1.1546939297151042,1.6654774744167073
4,3,32,3905.31,10,PIZZERIA,El ALTO,BARRA,HOLANDESA,-0.9804063223759216,-0.9053473910590606,-0.6969211430506155,1.3872706928593477
4,4,39,5156.36,13,PIZZERIA,El ALTO,BARRA,HOLANDESA,-0.9594199928086261,-0.7032581252322441,-0.23914835638612672,1.5129835112604466
4,5,444,8820.25,11,PIZZERIA,El ALTO,BOLITA,CRISTY,0.25478907501347015,-0.11140900635592832,-0.5443302141624525,1.9728939335926983
4,6,56,6401.42,14,PIZZERIA,El ALTO,BARRA,CRISTY,-0.9084531924309085,-0.5021364583841275,-0.08655742749796379,1.6043232048576743
4,7,285,3387.17,16,PIZZERIA,El ALTO,LAMINADO,CRISTY,-0.22190041087224174,-0.9890455103952235,0.21862443027836206,1.702296956533757
4,8,356,12319.53,15,PIZZERIA,El ALTO,LAMINADO,CRISTY,-0.009039068118244625,0.4538497172142428,0.06603350139019915,2.1416226346501546
4,9,463,6523.63,19,PIZZERIA,El ALTO,LAMINADO,CRISTY,0.31175196955327217,-0.48239517771853035,0.6763972169428508,2.0553207586094002
4,10,316,12712.44,13,PIZZERIA,El ALTO,LAMINADO,CRISTY,-0.12896095135993316,0.5173187180023923,-0.23914835638612672,2.083477287588714
4,11,850,17077.36,18,PIZZERIA,El ALTO,BOLITA,LA RIBERA,1.4719961899166085,1.2224092245311384,0.5238062880546879,2.8310099273519587
4,12,963,17857.88,25,PIZZERIA,El ALTO,BOLITA,CHIQUITANO,1.8107755100743788,1.3484910867773692,1.5919427902718284,3.10886124583244
4,13,15,1648.71,6,PIZZERIA,El ALTO,BARRA,LA MARAVILLA,-1.0313731227536393,-1.2698689028010324,-1.3072848586032673,1.1868169368907684
4,14,47,4934.2699999999995,14,PIZZERIA,El ALTO,BARRA,SANTA ROSA,-0.9354356161602885,-0.739133593876565,-0.08655742749796379,1.530897529208329
4,15,416,7913.73,11,PIZZERIA,El ALTO,BOLITA,QUE QUESITOS,0.17084375674428814,-0.2578443696566164,-0.5443302141624525,1.9088137553747695
4,16,49,6111.6,15,PIZZERIA,El ALTO,BARRA,CORRALITO,-0.929439521998204,-0.5489527415238324,0.06603350139019915,1.6066854838872446
4,17,80,19951.49,31,PIZZERIA,El ALTO,QUESO ARTESANAL,SAN JAVIER,-0.8365000624858954,1.6866838910838968,2.507488363600806,2.593921048813831
4,18,4,480.92,2,PIZZERIA,El ALTO,BARRA LAMINADA,CRISTY,-1.0643516406451037,-1.4585087043596416,-1.9176485741559188,1.040287944043483
4,19,665,12590.55,12,PIZZERIA,El ALTO,BOLITA,CHIQUITANO,0.9173574799237992,0.4976291287680444,-0.39173928527428964,2.3478116570697987
4,20,4,459.7,2,PIZZERIA,El ALTO,BARRA LAMINADA,CRISTY,-1.0643516406451037,-1.4619364923943685,-1.9176485741559188,1.0393345079017813
4,21,320,4762.61,9,PIZZERIA,El ALTO,BOLITA,HOLANDESA,-0.1169687630357643,-0.7668628160274232,-0.8495120719387784,1.6447329139451337
4,22,471,8489.68,19,PIZZERIA,El ALTO,LAMINADO,CRISTY,0.33573634620160986,-0.16480787019380105,0.6763972169428508,2.1503286136381217
4,23,38,3158.19,12,PIZZERIA,El ALTO,BARRA,LA RIBERA,-0.9624180398896683,-1.0260339601686332,-0.39173928527428964,1.4011482861814464
4,24,811,13621.279999999999,16,PIZZERIA,El ALTO,BOLITA,CHIQUITANO,1.3550723537559624,0.6641288441796382,0.21862443027836206,2.600759456332753
4,25,19,2740.82,7,PIZZERIA,El ALTO,BARRA,SAN JAVIER,-1.0193809344294704,-1.0934541247329101,-1.1546939297151042,1.260443678625923
5,1,956,20366.98,20,PIZZERIA,El ALTO,BOLITA,SAN JAVIER,1.7897891805070831,1.7538003684895829,0.8289881458310138,3.1096527552223
5,2,1005,25472.31,21,PIZZERIA,El ALTO,BOLITA,HOLANDESA,1.9366934874781516,2.578493539428891,0.9815790747191767,3.4011232294036104
5,3,43,5201.53,11,PIZZERIA,El ALTO,BARRA,HOLANDESA,-0.9474278044844573,-0.6959615566399437,-0.5443302141624525,1.4759056326875746
5,4,33,4265.93,12,PIZZERIA,El ALTO,BARRA,HOLANDESA,-0.9774082752948794,-0.8470943787554223,-0.39173928527428964,1.4467506484946218
5,5,602,12076.64,9,PIZZERIA,El ALTO,BOLITA,CRISTY,0.7284805138181398,0.41461430553870965,-0.8495120719387784,2.2085206584743498
5,6,58,6635.57,14,PIZZERIA,El ALTO,BARRA,CRISTY,-0.9024570982688241,-0.4643128689245943,-0.08655742749796379,1.6165116102256603
5,7,613,7336.94,25,PIZZERIA,El ALTO,LAMINADO,CRISTY,0.7614590317096042,-0.3510165591264613,1.5919427902718284,2.344278301756667
5,8,551,19467.64,23,PIZZERIA,El ALTO,LAMINADO,CRISTY,0.5755801126849869,1.6085248316775536,1.2867609324955025,2.7951778852835036
5,9,495,6971.42,20,PIZZERIA,El ALTO,LAMINADO,CRISTY,0.407689476146623,-0.41006109647110606,0.8289881458310138,2.123346863011275
5,10,330,13216.89,14,PIZZERIA,El ALTO,LAMINADO,CRISTY,-0.08698829222534216,0.598805413295416,-0.08655742749796379,2.139038909795766
5,11,686,13656.15,17,PIZZERIA,El ALTO,BOLITA,LA RIBERA,0.9803164686256857,0.6697615948285981,0.371215359166525,2.519309704750887
5,12,660,12172.68,15,PIZZERIA,El ALTO,BOLITA,CHIQUITANO,0.9023672445185882,0.43012819634244065,0.06603350139019915,2.3885313566403563
5,13,69,7539.04,18,PIZZERIA,El ALTO,BARRA,LA MARAVILLA,-0.8694785803773598,-0.3183701895780022,0.5238062880546879,1.7511644371457737
5,14,66,6930.969999999999,17,PIZZERIA,El ALTO,BARRA,SANTA ROSA,-0.8784727216204864,-0.4165952164524776,0.371215359166525,1.7001200080729135
5,15,931,17842.96,19,PIZZERIA,El ALTO,BOLITA,QUE QUESITOS,1.7148380034810278,1.3460809737953647,0.6763972169428508,2.954176857802845
5,16,39,4889.45,12,PIZZERIA,El ALTO,BARRA,CORRALITO,-0.9594199928086261,-0.7463736249659362,-0.39173928527428964,1.4797694595719775
5,17,101,25305.94,36,PIZZERIA,El ALTO,QUESO ARTESANAL,SAN JAVIER,-0.7735410737840089,2.5516188412508742,3.2704430080416205,2.9581214808651968
5,18,4,471.36,2,PIZZERIA,El ALTO,BARRA LAMINADA,CRISTY,-1.0643516406451037,-1.4600529858682179,-1.9176485741559188,1.0398584035385505
5,19,1034,19532.83,19,PIZZERIA,El ALTO,BOLITA,CHIQUITANO,2.0236368528283757,1.619055345437396,0.6763972169428508,3.115996553054123
5,21,991,14764.4,20,PIZZERIA,El ALTO,BOLITA,HOLANDESA,1.8947208283435606,0.848783559460363,0.8289881458310138,2.887109791248985
5,22,362,6540.2,14,PIZZERIA,El ALTO,LAMINADO,CRISTY,0.008949214368008654,-0.4797185307941466,-0.08655742749796379,1.8657333808763146
5,23,66,5538.52,19,PIZZERIA,El ALTO,BARRA,LA RIBERA,-0.8784727216204864,-0.6415256334626294,0.6763972169428508,1.6799988448770102
5,24,773,12704.99,13,PIZZERIA,El ALTO,BOLITA,CHIQUITANO,1.2411465646763582,0.5161152768686167,-0.23914835638612672,2.4642367179596087
5,25,45,6315.85,14,PIZZERIA,El ALTO,BARRA,SAN JAVIER,-0.9414317103223728,-0.5159590701716664,-0.08655742749796379,1.5913055129653035
6,1,808,17404.19,18,PIZZERIA,El ALTO,BOLITA,SAN JAVIER,1.3460782125128357,1.2752039447662833,0.5238062880546879,2.8106707595045886
6,2,545,13502.07,12,PIZZERIA,El ALTO,BOLITA,HOLANDESA,0.5575918301987336,0.6448721706820045,-0.39173928527428964,2.2886986859166836
6,3,44,5272.46,9,PIZZERIA,El ALTO,BARRA,HOLANDESA,-0.9444297574034151,-0.6845038278320654,-0.8495120719387784,1.4374834648129313
6,4,31,3964.9300000000003,9,PIZZERIA,El ALTO,BARRA,HOLANDESA,-0.9834043694569639,-0.8957166312744037,-0.8495120719387784,1.367894061467073
6,5,551,11204.75,12,PIZZERIA,El ALTO,BOLITA,CRISTY,0.5755801126849869,0.27377292431354444,-0.39173928527428964,2.190481190673212
6,6,32,3719.5,7,PIZZERIA,El ALTO,BARRA,CRISTY,-0.9804063223759216,-0.9353623436854789,-1.1546939297151042,1.315257517636315
6,7,378,4605.2,14,PIZZERIA,El ALTO,LAMINADO,CRISTY,0.056917967664684065,-0.792290154130456,-0.08655742749796379,1.7921343318867282
6,8,435,15342.369999999999,16,PIZZERIA,El ALTO,LAMINADO,CRISTY,0.2278066512840902,0.9421463610829399,0.21862443027836206,2.3645418415932893
6,9,472,6538.22,18,PIZZERIA,El ALTO,LAMINADO,CRISTY,0.3387343932826521,-0.4800383715250023,0.5238062880546879,2.0422599244454593
6,10,408,16173.62,15,PIZZERIA,El ALTO,LAMINADO,CRISTY,0.14685938009595045,1.0764229305394297,0.06603350139019915,2.358153823242553
6,11,688,13814.55,15,PIZZERIA,El ALTO,BOLITA,LA RIBERA,0.9863125627877701,0.6953488532970588,0.06603350139019915,2.485651556856416
6,12,616,11489.35,8,PIZZERIA,El ALTO,BOLITA,CHIQUITANO,0.7704531729527307,0.31974599098099343,-1.0021030008269414,2.1725862653262262
6,13,51,5671.32,10,PIZZERIA,El ALTO,BARRA,LA MARAVILLA,-0.9234434278361195,-0.6200736894941221,-0.6969211430506155,1.482463492540505
6,14,37,3839.28,12,PIZZERIA,El ALTO,BARRA,SANTA ROSA,-0.9654160869707106,-0.9160135948259319,-0.39173928527428964,1.4309164472128786
6,15,416,8045.01,10,PIZZERIA,El ALTO,BOLITA,QUE QUESITOS,0.17084375674428814,-0.23663795998654355,-0.6969211430506155,1.8934907846129825
6,16,40,4964.37,11,PIZZERIA,El ALTO,BARRA,CORRALITO,-0.956421945727584,-0.7342713686246668,-0.5443302141624525,1.4627480808798556
6,17,66,16430.52,30,PIZZERIA,El ALTO,QUESO ARTESANAL,SAN JAVIER,-0.8784727216204864,1.117921457689351,2.354897434712643,2.4028241207554126
6,19,603,11499.01,13,PIZZERIA,El ALTO,BOLITA,CHIQUITANO,0.731478560899182,0.3213064260618351,-0.23914835638612672,2.2682871179995314
6,21,343,5143.39,9,PIZZERIA,El ALTO,BOLITA,HOLANDESA,-0.048013680171793395,-0.7053532435550718,-0.8495120719387784,1.6810215398321817
6,22,218,3891.06,12,PIZZERIA,El ALTO,LAMINADO,CRISTY,-0.42276956530207,-0.9076492751068861,-0.39173928527428964,1.5841796144000344
6,23,44,3658.7200000000003,10,PIZZERIA,El ALTO,BARRA,LA RIBERA,-0.9444297574034151,-0.9451804849084147,-0.6969211430506155,1.3861980028401717
6,24,655,10889.57,13,PIZZERIA,El ALTO,BOLITA,CHIQUITANO,0.887377009113377,0.22286009524732323,-0.23914835638612672,2.2842673724934506
6,25,40,5542.84,10,PIZZERIA,El ALTO,BARRA,SAN JAVIER,-0.956421945727584,-0.6408277991407624,-0.6969211430506155,1.4675178107876055
7,1,488,10686.130000000001,11,PIZZERIA,El ALTO,BOLITA,SAN JAVIER,0.3867031465793275,0.18999726783050752,-0.5443302141624525,2.093421595860423
7,2,609,15235.8,11,PIZZERIA,El ALTO,BOLITA,HOLANDESA,0.7494668433854352,0.9249314991196581,-0.5443302141624525,2.398745281780948
7,3,26,3156.23,7,PIZZERIA,El ALTO,BARRA,HOLANDESA,-0.9983946048621749,-1.0263505701850362,-1.1546939297151042,1.2849458002223677
7,4,17,2210.68,7,PIZZERIA,El ALTO,BARRA,HOLANDESA,-1.0253770285915549,-1.179090672740926,-1.1546939297151042,1.2349561420806379
7,5,291,5716.7,7,PIZZERIA,El ALTO,BOLITA,CRISTY,-0.20391212838598846,-0.6127431984000643,-1.1546939297151042,1.6209748988964563
7,6,44,5047.25,10,PIZZERIA,El ALTO,BARRA,CRISTY,-0.9444297574034151,-0.7208832879310682,-0.6969211430506155,1.4485860653207108
7,7,226,2737.32,10,PIZZERIA,El ALTO,LAMINADO,CRISTY,-0.3987851886537323,-1.0940194997622006,-0.6969211430506155,1.4965691087777215
7,8,262,9117.93,11,PIZZERIA,El ALTO,LAMINADO,CRISTY,-0.29085549373621267,-0.0633230524361595,-0.5443302141624525,1.8344984548793626
7,9,300,4199.87,11,PIZZERIA,El ALTO,LAMINADO,CRISTY,-0.17692970465660857,-0.8577654285939735,-0.5443302141624525,1.6452133816558812
7,10,271,11046.06,11,PIZZERIA,El ALTO,LAMINADO,CRISTY,-0.26387307000683274,0.24813882048551392,-0.5443302141624525,1.9286364298973055
7,11,591,11796.89,12,PIZZERIA,El ALTO,BOLITA,LA RIBERA,0.6955019959266754,0.3694246871261347,-0.39173928527428964,2.2504428053542473
7,12,377,6836.25,11,PIZZERIA,El ALTO,BOLITA,CHIQUITANO,0.053919920583641846,-0.4318958801023045,-0.5443302141624525,1.8278792258799315
7,13,19,2066.6,5,PIZZERIA,El ALTO,BARRA,LA MARAVILLA,-1.0193809344294704,-1.2023647396609753,-1.45987578749143,1.1877072607204775
7,14,34,3533.3,12,PIZZERIA,El ALTO,BARRA,SANTA ROSA,-0.9744102282138373,-0.9654402952437325,-0.39173928527428964,1.4146667429418274
7,15,337,6359.59,8,PIZZERIA,El ALTO,BOLITA,QUE QUESITOS,-0.06600196265804667,-0.5088934976627619,-1.0021030008269414,1.7094417015335117
7,16,38,4712.33,9,PIZZERIA,El ALTO,BARRA,CORRALITO,-0.9624180398896683,-0.7749848321624876,-0.8495120719387784,1.4073128307865874
7,17,35,8775.22,13,PIZZERIA,El ALTO,QUESO ARTESANAL,SAN JAVIER,-0.971412181132795,-0.11868295994705712,-0.23914835638612672,1.6722469484470692
7,18,3,367.41,1,PIZZERIA,El ALTO,BARRA LAMINADA,CRISTY,-1.067349687726146,-1.4768446242381452,-2.070239503044082,1.0131324059965043
7,19,325,6186.57,7,PIZZERIA,El ALTO,BOLITA,CHIQUITANO,-0.10197852763055323,-0.5368424083964304,-1.1546939297151042,1.6704393738492396
7,20,1,113.35,1,PIZZERIA,El ALTO,BARRA LAMINADA,CRISTY,-1.0733457818882302,-1.5178843899357282,-2.070239503044082,1.0000494241166764
7,21,404,6109.2699999999995,8,PIZZERIA,El ALTO,BOLITA,HOLANDESA,0.1348671917717816,-0.5493291197576173,-1.0021030008269414,1.7540661434533042
7,22,135,2428.21,8,PIZZERIA,El ALTO,LAMINADO,CRISTY,-0.6716074730285737,-1.1439518069919095,-1.0021030008269414,1.3643521821643274
7,23,50,4253.41,13,PIZZERIA,El ALTO,BARRA,LA RIBERA,-0.9264414749171618,-0.8491168060030556,-0.23914835638612672,1.481585996046552
7,24,404,6589.01,10,PIZZERIA,El ALTO,BOLITA,CHIQUITANO,0.1348671917717816,-0.4718339721713841,-0.6969211430506155,1.8180643775303738
7,25,17,2348.97,4,PIZZERIA,El ALTO,BARRA,SAN JAVIER,-1.0253770285915549,-1.156751897655046,-1.612466716379593,1.1775051088710602
8,1,396,8503.4,11,PIZZERIA,El ALTO,BOLITA,SAN JAVIER,0.1108828151234439,-0.16259160007898246,-0.5443302141624525,1.918630145402341
8,2,751,18832.37,17,PIZZERIA,El ALTO,BOLITA,HOLANDESA,1.1751895288934295,1.5059060331468779,0.371215359166525,2.806086289510484
8,3,57,6736.31,14,PIZZERIA,El ALTO,BARRA,HOLANDESA,-0.9054551453498663,-0.4480397602243875,-0.08655742749796379,1.6202040566088094
8,4,64,8342.98,18,PIZZERIA,El ALTO,BARRA,HOLANDESA,-0.8844688157825709,-0.18850516070720508,0.5238062880546879,1.7831167570532482
8,5,691,13850.86,15,PIZZERIA,El ALTO,BOLITA,CRISTY,0.9953067040308967,0.7012142153866411,0.06603350139019915,2.4897847142691876
